,Participant,Condition,TrialId,Score,ExpectedScore,NumClicks,Actions,Selection,Seed,ClickAgreement
746,117,1,test_6,3.267755520533366,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 2], [2, 4, 4], [3, 4, 5], [4, 2, 1]]",0,15,0.3333333333333333
747,117,1,test_7,3.7054464995179974,3.3279084709071096,5,"[[0, 4, 1], [1, 4, 5], [2, 2, 1], [3, 2, 4], [4, 2, 5]]",4,14,0.5
748,117,1,test_8,3.8163146100428214,3.714932529068927,5,"[[0, 2, 1], [1, 2, 5], [2, 4, 1], [3, 4, 5], [4, 2, 1]]",3,13,0.16666666666666666
749,117,1,test_9,3.556753737457473,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",0,12,0.3333333333333333
750,118,0,test_0,3.430194807552933,3.714932529068927,5,"[[1, 4, 5], [0, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",4,21,1.0
751,118,0,test_1,3.9166335377372854,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",3,20,0.8333333333333334
752,118,0,test_2,4.177104318830438,3.862527838063449,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [2, 2, 5]]",2,19,0.8333333333333334
753,118,0,test_3,3.6590108574319666,3.6516773966427034,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [1, 2, 5], [2, 2, 5]]",2,18,0.6666666666666666
754,118,0,test_4,4.528718959444991,3.862527838063449,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [0, 2, 5], [1, 2, 5]]",0,17,0.5
755,118,0,test_5,3.8726087606527946,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",3,16,0.8333333333333334
756,118,0,test_6,4.276378583114634,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",4,15,0.5
757,118,0,test_7,3.8326020671271595,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",3,14,0.8333333333333334
758,118,0,test_8,3.8163146100428214,3.6516773966427034,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [3, 2, 5]]",3,13,0.5
759,118,0,test_9,4.151230780082481,3.716932529068927,4,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5]]",3,12,0.8
760,119,1,test_0,3.874370498244402,3.471353816088866,3,"[[0, 4, 3], [1, 4, 4], [3, 4, 4]]",0,21,0.0
761,119,1,test_1,3.9166335377372854,3.7031791264047493,5,"[[0, 4, 4], [1, 4, 4], [2, 4, 4], [3, 4, 4], [4, 4, 4]]",3,20,0.16666666666666666
762,119,1,test_2,4.177104318830438,3.7031791264047493,5,"[[0, 4, 4], [1, 4, 4], [2, 4, 4], [3, 4, 4], [3, 4, 3]]",2,19,0.16666666666666666
763,119,1,test_3,3.8789414355141183,3.23317553998875,5,"[[0, 2, 4], [1, 2, 4], [2, 2, 4], [1, 2, 5], [0, 2, 5]]",1,18,0.16666666666666666
764,119,1,test_4,2.5330420156466986,3.38563679940674,5,"[[0, 0, 5], [1, 0, 5], [2, 0, 5], [3, 0, 5], [4, 0, 4]]",4,17,0.16666666666666666
765,119,1,test_5,2.148727333576416,3.404602336710381,5,"[[0, 0, 5], [1, 0, 5], [2, 0, 5], [3, 0, 5], [4, 0, 5]]",0,16,0.16666666666666666
766,119,1,test_6,3.4135681227738472,3.3950032414410614,5,"[[0, 0, 5], [1, 0, 5], [2, 0, 5], [3, 0, 5], [4, 0, 4]]",2,15,0.16666666666666666
767,119,1,test_7,2.0834321744657323,3.2562329485446493,5,"[[0, 0, 5], [1, 0, 5], [0, 1, 5], [0, 2, 5], [0, 3, 5]]",0,14,0.16666666666666666
768,119,1,test_8,3.1190215407518243,3.5762331904342286,5,"[[0, 0, 5], [1, 0, 5], [1, 1, 5], [1, 2, 5], [2, 0, 5]]",1,13,0.16666666666666666
769,119,1,test_9,4.334025265817761,3.4075921774153772,3,"[[1, 0, 0], [0, 0, 0], [2, 0, 0]]",2,12,0.0
770,120,0,test_0,3.430194807552933,3.714932529068927,5,"[[0, 4, 1], [1, 4, 5], [2, 4, 4], [3, 4, 5], [4, 4, 5]]",4,21,0.8333333333333334
771,120,0,test_1,3.4102692891541935,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",4,20,0.8333333333333334
772,120,0,test_2,4.177104318830438,3.5292963261648422,5,"[[0, 2, 1], [1, 2, 2], [2, 2, 3], [3, 2, 4], [4, 2, 2]]",2,19,0.16666666666666666
773,120,0,test_3,3.7710332588389193,3.6929809799081297,5,"[[0, 4, 1], [1, 4, 5], [2, 4, 1], [3, 4, 3], [4, 4, 0]]",4,18,0.5
774,120,0,test_4,5.007721622330666,3.7162186946718703,5,"[[0, 4, 5], [1, 4, 1], [2, 4, 1], [3, 4, 0], [4, 4, 0]]",1,17,0.3333333333333333
775,120,0,test_5,3.076003612951342,3.3304215780466713,5,"[[1, 4, 4], [0, 5, 4], [2, 2, 4], [3, 3, 1], [4, 0, 1]]",2,16,0.16666666666666666
776,120,0,test_6,4.276378583114634,3.7031791264047493,5,"[[1, 4, 5], [1, 4, 1], [2, 4, 5], [0, 4, 2], [4, 4, 4]]",4,15,0.6666666666666666
777,120,0,test_7,3.8326020671271595,3.5387589123278556,5,"[[2, 2, 5], [1, 2, 5], [0, 2, 5], [3, 2, 5], [4, 2, 5]]",3,14,0.16666666666666666
778,120,0,test_8,3.677505201495061,3.6959244543554646,5,"[[0, 4, 3], [1, 4, 3], [2, 4, 3], [3, 4, 3], [4, 4, 3]]",4,13,0.16666666666666666
779,120,0,test_9,4.330025265817762,3.468689033540481,5,"[[0, 4, 0], [1, 4, 1], [2, 4, 2], [3, 4, 3], [4, 4, 4]]",2,12,0.3333333333333333
780,121,2,test_0,3.428680815225803,3.1330842742073477,5,"[[0, 4, 5], [1, 4, 1], [0, 2, 1], [1, 2, 1], [2, 4, 5]]",1,21,0.6666666666666666
781,121,2,test_1,3.0793886104229364,3.2286360576640654,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 1], [0, 2, 1], [1, 2, 1]]",2,20,0.6666666666666666
782,121,2,test_2,2.683272404263442,3.863814003666392,5,"[[0, 4, 1], [1, 4, 5], [2, 4, 1], [2, 2, 5], [0, 2, 5]]",0,19,0.5
783,121,2,test_3,3.941203480779368,3.6999924352326263,5,"[[0, 4, 4], [1, 4, 5], [0, 2, 1], [0, 5, 1], [1, 2, 5]]",0,18,0.16666666666666666
784,121,2,test_4,5.007721622330666,3.6489056459868587,5,"[[0, 4, 1], [0, 2, 5], [1, 4, 1], [1, 2, 5], [1, 4, 5]]",1,17,0.5
785,121,2,test_5,2.7018919873904954,3.220122493722422,5,"[[0, 4, 5], [0, 2, 1], [1, 4, 5], [1, 4, 1], [1, 2, 5]]",1,16,0.5
786,121,2,test_6,3.267755520533366,3.6466895814670703,5,"[[0, 4, 1], [0, 4, 5], [1, 4, 1], [1, 4, 5], [0, 2, 5]]",0,15,0.8333333333333334
787,121,2,test_7,2.0834321744657323,2.9105052860112,5,"[[0, 4, 5], [0, 4, 1], [0, 4, 4], [1, 4, 5], [1, 4, 1]]",0,14,0.5
788,121,2,test_8,4.492134674806647,3.812012870860891,5,"[[0, 4, 5], [0, 4, 4], [2, 4, 1], [2, 4, 5], [1, 4, 5]]",0,13,0.3333333333333333
789,121,2,test_9,3.556753737457473,3.3983795926654787,5,"[[0, 4, 5], [0, 4, 1], [1, 4, 1], [1, 4, 5], [0, 4, 4]]",0,12,0.5
790,122,1,test_0,3.436194807552933,3.720932529068927,2,"[[0, 4, 1], [4, 4, 5]]",4,21,0.6666666666666666
791,122,1,test_1,3.0873886104229364,3.3991636033333332,1,"[[0, 4, 5]]",2,20,0.5
792,122,1,test_2,4.978507940308267,3.4543729280308546,3,"[[1, 5, 5], [2, 5, 5], [3, 5, 5]]",3,19,0.0
793,122,1,test_3,3.943203480779368,3.568144173992707,4,"[[0, 5, 5], [1, 5, 5], [2, 5, 5], [0, 4, 5]]",0,18,0.2
794,122,1,test_4,4.13877113526486,3.718932529068927,3,"[[0, 4, 5], [1, 4, 5], [2, 4, 5]]",2,17,0.25
795,122,1,test_5,3.8746087606527944,3.716932529068927,4,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5]]",3,16,0.8
796,122,1,test_6,3.419568122773847,3.491201942558808,2,"[[2, 5, 5], [1, 5, 5]]",2,15,0.0
797,122,1,test_7,3.8346020671271592,3.4744273761679674,4,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 1]]",3,14,0.8
798,122,1,test_8,3.685505201495061,3.7242186946718703,1,"[[4, 4, 1]]",4,13,0.5
799,122,1,test_9,4.332025265817761,3.393163603333333,4,"[[1, 4, 1], [1, 5, 1], [1, 4, 5], [1, 5, 5]]",2,12,0.2
800,123,1,test_0,3.4306808152258026,3.273449228749686,4,"[[0, 4, 5], [1, 2, 5], [3, 3, 5], [1, 4, 5]]",1,21,0.4
801,123,1,test_1,3.9166335377372854,3.714932529068927,5,"[[4, 4, 5], [3, 4, 5], [2, 4, 5], [1, 4, 5], [0, 4, 5]]",3,20,0.3333333333333333
802,123,1,test_2,4.179104318830438,3.705179126404749,4,"[[4, 5, 5], [0, 4, 1], [3, 5, 5], [2, 4, 4]]",2,19,0.0
803,123,1,test_3,3.8789414355141183,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 0, 5], [4, 0, 5], [3, 5, 5]]",1,18,0.5
804,123,1,test_4,2.5330420156466986,3.4503729280308546,5,"[[0, 5, 5], [1, 5, 5], [2, 5, 5], [3, 5, 5], [4, 5, 5]]",4,17,0.16666666666666666
805,123,1,test_5,3.518098472857013,3.404602336710381,5,"[[0, 0, 5], [4, 0, 5], [3, 0, 2], [2, 0, 5], [1, 5, 5]]",4,16,0.16666666666666666
806,123,1,test_6,4.276378583114634,3.714932529068927,5,"[[0, 5, 5], [1, 1, 5], [2, 4, 5], [3, 2, 5], [4, 4, 5]]",4,15,0.3333333333333333
807,123,1,test_7,2.0834321744657323,3.381718057091196,5,"[[0, 5, 0], [1, 2, 0], [2, 3, 5], [3, 1, 5], [4, 4, 5]]",0,14,0.16666666666666666
808,123,1,test_8,3.129021540751824,3.401163603333333,0,[],1,13,0.0
809,123,1,test_9,4.159230780082481,3.401163603333333,0,[],3,12,0.0
810,125,0,test_0,3.430194807552933,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",4,21,1.0
811,125,0,test_1,3.9166335377372854,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",3,20,0.8333333333333334
812,125,0,test_2,4.974507940308268,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",3,19,0.6666666666666666
813,125,0,test_3,3.7710332588389193,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",4,18,0.5
814,125,0,test_4,5.007721622330666,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",1,17,0.5
815,125,0,test_5,2.7018919873904954,3.4335177562039574,5,"[[0, 2, 1], [1, 2, 1], [2, 2, 1], [3, 2, 1], [4, 2, 1]]",1,16,0.16666666666666666
816,125,0,test_6,3.4135681227738472,3.4852019425588083,5,"[[0, 5, 5], [1, 5, 5], [2, 5, 5], [3, 5, 5], [4, 5, 5]]",2,15,0.16666666666666666
817,125,0,test_7,4.102659872274207,3.2536594506351046,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [2, 5, 5], [0, 5, 5]]",2,14,0.6666666666666666
818,125,0,test_8,3.677505201495061,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",4,13,0.3333333333333333
819,125,0,test_9,3.556753737457473,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",0,12,0.3333333333333333
820,126,2,test_0,3.878370498244402,3.7009809799081297,1,"[[0, 4, 0]]",0,21,0.0
821,126,2,test_1,3.7256159406472458,3.3991636033333332,1,"[[0, 4, 1]]",1,20,0.5
822,126,2,test_2,4.183104318830439,3.72221869467187,2,"[[0, 4, 0], [2, 4, 1]]",2,19,0.3333333333333333
823,126,2,test_3,3.8869414355141183,3.7009809799081297,1,"[[1, 4, 0]]",1,18,0.0
824,126,2,test_4,4.536718959444991,3.7009809799081297,1,"[[0, 4, 0]]",0,17,0.0
825,126,2,test_5,3.082003612951342,3.6989809799081295,2,"[[1, 4, 0], [2, 4, 0]]",2,16,0.0
826,126,2,test_6,4.284378583114634,3.7009809799081297,1,"[[4, 4, 0]]",4,15,0.0
827,126,2,test_7,3.8406020671271595,3.7009809799081297,1,"[[3, 4, 0]]",3,14,0.0
828,126,2,test_8,3.822314610042821,3.6989809799081295,2,"[[2, 4, 0], [3, 4, 0]]",3,13,0.0
829,126,2,test_9,4.332025265817761,3.6949809799081295,4,"[[0, 4, 0], [1, 4, 0], [3, 4, 0], [2, 4, 0]]",2,12,0.0
830,128,1,test_0,3.870370498244402,3.6929809799081297,5,"[[0, 4, 0], [1, 4, 0], [2, 4, 0], [3, 4, 0], [4, 4, 0]]",0,21,0.16666666666666666
831,128,1,test_1,3.0793886104229364,3.4666179474770322,5,"[[0, 4, 0], [1, 4, 0], [2, 4, 0], [3, 4, 0], [4, 4, 0]]",2,20,0.16666666666666666
832,128,1,test_2,2.285670085115509,3.531944123290799,5,"[[0, 2, 0], [1, 2, 2], [2, 2, 0], [3, 2, 0], [4, 2, 3]]",1,19,0.16666666666666666
833,128,1,test_3,3.8789414355141183,3.441405508258799,5,"[[0, 0, 0], [1, 1, 2], [2, 0, 0], [3, 0, 2], [4, 0, 0]]",1,18,0.16666666666666666
834,128,1,test_4,4.528718959444991,3.4761735195125687,5,"[[0, 5, 0], [1, 5, 0], [2, 5, 0], [3, 5, 0], [4, 5, 0]]",0,17,0.16666666666666666
835,128,1,test_5,3.8726087606527946,3.415543913502901,5,"[[4, 5, 5], [3, 5, 5], [2, 5, 5], [1, 5, 5], [0, 5, 5]]",3,16,0.16666666666666666
836,128,1,test_6,4.276378583114634,3.4046620224321624,5,"[[0, 0, 0], [1, 0, 0], [2, 0, 0], [3, 0, 1], [4, 0, 1]]",4,15,0.16666666666666666
837,128,1,test_7,3.715446499517997,3.401163603333333,0,[],4,14,0.0
838,128,1,test_8,4.502134674806647,3.401163603333333,0,[],0,13,0.0
839,128,1,test_9,4.330025265817762,3.5394031383805182,5,"[[0, 0, 2], [1, 2, 2], [2, 2, 1], [3, 1, 4], [4, 5, 2]]",2,12,0.16666666666666666
840,129,2,test_0,3.878370498244402,3.3991636033333332,1,"[[1, 3, 1]]",0,21,0.0
841,129,2,test_1,3.7276159406472456,3.401163603333333,0,[],1,20,0.0
842,129,2,test_2,2.2956700851155087,3.401163603333333,0,[],1,19,0.0
843,129,2,test_3,3.951203480779368,3.401163603333333,0,[],0,18,0.0
844,129,2,test_4,4.53871895944499,3.401163603333333,0,[],0,17,0.0
845,129,2,test_5,2.711891987390495,3.401163603333333,0,[],1,16,0.0
846,129,2,test_6,3.2777555205333657,3.401163603333333,0,[],0,15,0.0
847,129,2,test_7,2.093432174465732,3.401163603333333,0,[],0,14,0.0
848,129,2,test_8,3.129021540751824,3.401163603333333,0,[],1,13,0.0
849,129,2,test_9,3.1564022861305125,3.401163603333333,0,[],1,12,0.0
850,130,2,test_0,3.870370498244402,3.5453131574544536,5,"[[0, 4, 4], [3, 4, 5], [0, 2, 3], [1, 3, 3], [1, 5, 2]]",0,21,0.16666666666666666
851,130,2,test_1,3.7176159406472458,3.689597922435609,5,"[[0, 4, 5], [1, 2, 4], [1, 4, 3], [2, 2, 1], [1, 3, 2]]",1,20,0.3333333333333333
852,130,2,test_2,4.974507940308268,3.41353773624607,5,"[[0, 4, 5], [1, 1, 4], [2, 3, 2], [3, 1, 3], [4, 4, 2]]",3,19,0.3333333333333333
853,130,2,test_3,3.6590108574319666,3.8175859991234558,5,"[[0, 4, 4], [1, 2, 1], [2, 4, 5], [0, 2, 2], [2, 4, 1]]",2,18,0.16666666666666666
854,130,2,test_4,5.007721622330666,3.811208732091447,5,"[[0, 2, 2], [1, 4, 2], [2, 1, 4], [3, 1, 1], [1, 4, 5]]",1,17,0.16666666666666666
855,130,2,test_5,2.7018919873904954,3.44404180173785,5,"[[0, 4, 5], [1, 1, 5], [2, 4, 5], [2, 1, 1], [3, 3, 4]]",1,16,0.3333333333333333
856,130,2,test_6,3.2135366990649885,3.44404180173785,5,"[[0, 4, 5], [2, 4, 3], [3, 1, 5], [4, 0, 5], [2, 1, 5]]",3,15,0.3333333333333333
857,130,2,test_7,3.8326020671271595,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",3,14,0.8333333333333334
858,130,2,test_8,3.8163146100428214,3.714932529068927,5,"[[0, 1, 5], [1, 4, 5], [2, 4, 4], [3, 4, 5], [4, 3, 5]]",3,13,0.16666666666666666
859,130,2,test_9,4.330025265817762,3.3396991102148808,5,"[[0, 4, 5], [1, 4, 3], [0, 2, 1], [0, 5, 3], [2, 3, 5]]",2,12,0.3333333333333333
860,131,0,test_0,3.870370498244402,3.3950202945044277,5,"[[0, 0, 1], [1, 0, 5], [2, 0, 5], [3, 0, 5], [4, 0, 5]]",0,21,0.16666666666666666
861,131,0,test_1,2.5277916945787298,3.5434031383805182,3,"[[4, 4, 5], [0, 2, 1], [1, 4, 5]]",0,20,0.25
862,131,0,test_2,4.9845079403082675,3.401163603333333,0,[],3,19,0.0
863,131,0,test_3,3.888941435514118,3.401163603333333,0,[],1,18,0.0
864,131,0,test_4,5.009721622330666,3.4057267012859898,4,"[[3, 5, 1], [0, 0, 1], [2, 0, 2], [1, 0, 3]]",1,17,0.0
865,131,0,test_5,3.5280984728570126,3.401163603333333,0,[],4,16,0.0
866,131,0,test_6,3.423568122773847,3.401163603333333,0,[],2,15,0.0
867,131,0,test_7,3.8426020671271592,3.401163603333333,0,[],3,14,0.0
868,131,0,test_8,3.129021540751824,3.401163603333333,0,[],1,13,0.0
869,131,0,test_9,4.340025265817761,3.401163603333333,0,[],2,12,0.0
870,132,0,test_0,3.4386808152258026,3.401163603333333,0,[],1,21,0.0
871,132,0,test_1,3.926633537737285,3.401163603333333,0,[],3,20,0.0
872,132,0,test_2,2.2956700851155087,3.401163603333333,0,[],1,19,0.0
873,132,0,test_3,3.6690108574319664,3.401163603333333,0,[],2,18,0.0
874,132,0,test_4,3.4835025313573276,3.401163603333333,0,[],3,17,0.0
875,132,0,test_5,3.086003612951342,3.401163603333333,0,[],2,16,0.0
876,132,0,test_6,3.2235366990649883,3.401163603333333,0,[],3,15,0.0
877,132,0,test_7,3.715446499517997,3.401163603333333,0,[],4,14,0.0
878,132,0,test_8,4.502134674806647,3.401163603333333,0,[],0,13,0.0
879,132,0,test_9,4.340025265817761,3.401163603333333,0,[],2,12,0.0
880,135,0,test_0,3.880370498244402,3.401163603333333,0,[],0,21,0.0
881,135,0,test_1,2.5337916945787295,3.401163603333333,0,[],0,20,0.0
882,135,0,test_2,2.6892724042634417,3.3905715901460414,2,"[[0, 0, 1], [0, 5, 5]]",0,19,0.0
883,135,0,test_3,3.941203480779368,3.4987003616576375,5,"[[0, 5, 5], [0, 0, 1], [1, 5, 5], [2, 5, 5], [4, 0, 5]]",0,18,0.16666666666666666
884,135,0,test_4,5.007721622330666,3.347167461750174,5,"[[0, 1, 5], [1, 3, 5], [1, 1, 5], [2, 1, 5], [3, 3, 5]]",1,17,0.16666666666666666
885,135,0,test_5,3.518098472857013,3.229279140465537,5,"[[0, 1, 5], [1, 5, 5], [2, 3, 5], [3, 5, 5], [4, 4, 5]]",4,16,0.16666666666666666
886,135,0,test_6,3.2135366990649885,3.3458858844469934,5,"[[0, 5, 5], [1, 5, 5], [2, 5, 5], [3, 5, 5], [4, 1, 5]]",3,15,0.16666666666666666
887,135,0,test_7,4.102659872274207,3.3915944298209966,5,"[[0, 4, 5], [1, 0, 4], [2, 0, 4], [2, 5, 5], [4, 5, 5]]",2,14,0.3333333333333333
888,135,0,test_8,4.037376016920881,3.4890586337299028,5,"[[0, 0, 4], [1, 4, 5], [2, 5, 5], [2, 0, 1], [3, 1, 5]]",2,13,0.3333333333333333
889,135,0,test_9,4.330025265817762,3.380714898974947,5,"[[0, 2, 5], [1, 2, 0], [2, 5, 5], [3, 4, 5], [4, 4, 5]]",2,12,0.16666666666666666
890,136,1,test_0,3.4346808152258026,3.4202727741762313,2,"[[0, 4, 5], [1, 5, 4]]",1,21,0.3333333333333333
891,136,1,test_1,3.7216159406472458,3.2401127429190386,3,"[[1, 4, 2], [0, 3, 1], [0, 5, 4]]",1,20,0.0
892,136,1,test_2,2.6892724042634417,2.7496257518621463,2,"[[0, 4, 5], [1, 3, 1]]",0,19,0.3333333333333333
893,136,1,test_3,3.884941435514118,3.6989809799081295,2,"[[1, 4, 0], [0, 3, 3]]",1,18,0.0
894,136,1,test_4,4.53071895944499,3.8476011693391867,4,"[[1, 3, 0], [0, 4, 5], [0, 4, 3], [0, 3, 3]]",0,17,0.4
895,136,1,test_5,2.7018919873904954,3.4742154846958346,5,"[[0, 4, 3], [1, 3, 1], [1, 5, 4], [0, 2, 3], [0, 3, 5]]",1,16,0.16666666666666666
896,136,1,test_6,3.0145487356885257,3.4733538160888657,2,"[[0, 4, 5], [1, 4, 3]]",1,15,0.3333333333333333
897,136,1,test_7,3.212313288437142,2.9439277075947796,4,"[[0, 2, 4], [0, 4, 2], [1, 4, 1], [1, 5, 4]]",1,14,0.2
898,136,1,test_8,4.496134674806647,3.7391758445016667,3,"[[0, 4, 4], [0, 3, 2], [0, 0, 3]]",0,13,0.0
899,136,1,test_9,3.560753737457473,3.1464656634291654,3,"[[0, 3, 4], [1, 4, 0], [0, 4, 4]]",0,12,0.0
900,137,2,test_0,3.675830218003717,3.474105834767232,4,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5]]",2,21,0.8
901,137,2,test_1,3.4122692891541933,3.716932529068927,4,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [4, 4, 5]]",4,20,0.8
902,137,2,test_2,4.974507940308268,3.476332489774834,5,"[[0, 3, 5], [1, 3, 5], [2, 3, 1], [3, 3, 1], [4, 3, 5]]",3,19,0.16666666666666666
903,137,2,test_3,3.6590108574319666,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 5], [2, 4, 1], [3, 4, 5], [4, 4, 5]]",2,18,0.5
904,137,2,test_4,3.4755025313573276,3.4779286508225495,4,"[[0, 3, 5], [1, 3, 1], [2, 3, 5], [3, 3, 5]]",3,17,0.0
905,137,2,test_5,3.078003612951342,3.474105834767232,4,"[[0, 4, 5], [1, 4, 1], [2, 4, 5], [3, 4, 1]]",2,16,0.8
906,137,2,test_6,3.2135366990649885,3.4333336916174826,5,"[[0, 2, 1], [1, 2, 5], [2, 2, 5], [3, 2, 5], [4, 2, 5]]",3,15,0.16666666666666666
907,137,2,test_7,3.8346020671271592,3.716932529068927,4,"[[0, 4, 5], [1, 4, 1], [2, 4, 5], [3, 4, 5]]",3,14,0.8
908,137,2,test_8,4.492134674806647,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 5, 5]]",0,13,0.3333333333333333
909,137,2,test_9,4.1492307800824815,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",3,12,0.8333333333333334
910,140,1,test_0,3.870370498244402,3.6929809799081297,5,"[[0, 4, 0], [1, 4, 0], [2, 4, 0], [3, 4, 0], [4, 4, 0]]",0,21,0.16666666666666666
911,140,1,test_1,3.918633537737285,3.716932529068927,4,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5]]",3,20,0.8
912,140,1,test_2,2.691272404263442,3.7242186946718703,1,"[[0, 4, 1]]",0,19,0.5
913,140,1,test_3,3.949203480779368,3.709265324161924,1,"[[0, 4, 2]]",0,18,0.0
914,140,1,test_4,4.536718959444991,3.7039244543554646,1,"[[0, 4, 3]]",0,17,0.0
915,140,1,test_5,3.8726087606527946,3.235155841797626,5,"[[0, 4, 4], [1, 4, 4], [2, 4, 4], [3, 4, 4], [4, 4, 4]]",3,16,0.16666666666666666
916,140,1,test_6,3.0145487356885257,3.720932529068927,2,"[[0, 4, 5], [1, 4, 5]]",1,15,0.6666666666666666
917,140,1,test_7,4.106659872274206,3.6969809799081297,3,"[[0, 4, 0], [1, 4, 0], [2, 4, 0]]",2,14,0.0
918,140,1,test_8,4.500134674806647,3.722932529068927,1,"[[0, 4, 5]]",0,13,0.5
919,140,1,test_9,4.334025265817761,3.6999244543554646,3,"[[0, 4, 3], [1, 4, 3], [2, 4, 3]]",2,12,0.0
920,142,1,test_0,3.428680815225803,3.468221689091826,5,"[[0, 4, 5], [1, 3, 5], [0, 1, 1], [1, 3, 1], [1, 5, 0]]",1,21,0.3333333333333333
921,142,1,test_1,3.7176159406472458,3.5288549819666133,5,"[[0, 0, 5], [1, 2, 5], [0, 5, 1], [1, 5, 4], [0, 2, 2]]",1,20,0.16666666666666666
922,142,1,test_2,2.285670085115509,3.2973625361302816,5,"[[0, 3, 5], [1, 3, 1], [1, 0, 5], [0, 0, 3], [1, 5, 4]]",1,19,0.16666666666666666
923,142,1,test_3,3.8789414355141183,3.7088778828196975,5,"[[0, 1, 2], [1, 3, 5], [0, 5, 1], [1, 4, 5], [0, 3, 2]]",1,18,0.16666666666666666
924,142,1,test_4,5.007721622330666,3.6331807953897446,5,"[[0, 1, 3], [1, 3, 4], [0, 4, 2], [1, 5, 4], [1, 2, 1]]",1,17,0.16666666666666666
925,142,1,test_5,2.7018919873904954,3.401533793573628,5,"[[0, 2, 1], [0, 5, 4], [1, 2, 4], [1, 1, 1], [1, 0, 4]]",1,16,0.16666666666666666
926,142,1,test_6,3.008548735688526,3.7455332792753735,5,"[[0, 1, 1], [0, 2, 5], [1, 2, 1], [0, 4, 4], [1, 4, 4]]",1,15,0.16666666666666666
927,142,1,test_7,2.0834321744657323,3.3583697383101527,5,"[[0, 2, 1], [1, 2, 2], [0, 5, 3], [1, 4, 4], [0, 1, 5]]",0,14,0.16666666666666666
928,142,1,test_8,4.492134674806647,3.72980553504281,5,"[[0, 1, 5], [1, 2, 1], [0, 4, 1], [1, 5, 3], [0, 5, 5]]",0,13,0.16666666666666666
929,142,1,test_9,3.1464022861305128,3.4302382365659194,5,"[[0, 4, 1], [1, 0, 5], [0, 1, 5], [1, 5, 5], [1, 3, 2]]",1,12,0.3333333333333333
930,143,2,test_0,3.428680815225803,3.4803948336129436,5,"[[1, 5, 5], [0, 5, 1], [2, 5, 1], [0, 1, 5], [1, 1, 5]]",1,21,0.16666666666666666
931,143,2,test_1,2.5237916945787298,3.4503729280308546,5,"[[0, 5, 5], [1, 5, 1], [2, 5, 5], [3, 5, 5], [4, 5, 1]]",0,20,0.16666666666666666
932,143,2,test_2,4.974507940308268,3.4503729280308546,5,"[[0, 5, 5], [1, 5, 1], [2, 5, 1], [3, 5, 5], [4, 5, 5]]",3,19,0.16666666666666666
